W,Название,Title,Тип изображения,Изображение на сайте,"Ширина, px","Высота, px",Мегапиксели,Источник,Страница источника
1627,Главная аллея в Живерни,The Main Path at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1627.webp,1692,1635,2.8,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet,_La_grande_all%C3%A9e_%C3%A0_Giverny_(1900).jpg"
1628,Пруд с водяными лилиями,Water Lily Pond,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1628.webp,3000,2657,8.0,Art Institute of Chicago,https://www.artic.edu/artworks/87088
1629,Пруд с кувшинками. Симфония в розовом,"Water-Lily Pond, Symphony in Rose",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1629.webp,3699,3231,12.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Le_Bassin_aux_nymph%C3%A9as,_harmonie_rose_-_Claude_Monet.jpg"
1630,Пруд с кувшинками,The Water-Lily Pond,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1630.webp,1600,1549,2.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Water-Lily_Pond_MFA_Boston_61.959_Catalog_No_1630.jpg
1631,Японский мостик. Пруд с кувшинками,The Japanese Bridge or The Lily Pond,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1631.webp,1041,996,1.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Water-Lily_Pond_1900_Claude_Monet_Boston_MFA.jpg
1632,Пруд с кувшинками. Водяные ирисы,Water-Lily Pond: Water Irises,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1632.webp,649,571,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1632.png"
1633,Пруд с кувшинками и дорожка у воды,Water-lily Pond and Path by the Water,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1633.webp,280,252,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_the-japanese-bridge-the-water-lily-pond-and-path-by-the-water-1.jpg
1634,Цветущие яблони в Живерни,Apple Trees in Blossom at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1634.webp,1280,1020,1.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:4390144246_5d7dc7675a_o_w1634.jpg
1635,Ветёй,Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1635.webp,2295,2127,4.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:'V%C3%A9theuil'_by_Claude_Monet,_1901,_Pushkin_Museum.JPG"
1636,Ветёй. Утро,"Vetheuil, Morning",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1636.webp,735,706,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1636.jpg
1637,Ветёй. После полудня,"Vetheuil, Afternoon",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1637.webp,1314,1267,1.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:4211453932_2cea4c0473_o_w1637.jpg
1638,Ветёй. Эффект солнца,"Vetheuil, Sun Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1638.webp,2000,1775,3.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:4211453934_cf8f99b0d0_o_w1638.jpg
1639,Ветёй,Vetheuil,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1639.webp,757,719,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1639.png"
1640,Ветёй,Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1640.webp,622,558,0.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:La_Seine_%C3%A0_V%C3%A9theuil_(1901)_Claude_Monet_(W1640).jpg
1641,Ветёй,Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1641.webp,1320,1140,1.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_V%C3%A9theuil,_1901_(Von_der_Heydt-Museum).jpg"
1642,Ветёй. Осенний день,"Vetheuil, Autumn Afternoon",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1642.webp,1078,1045,1.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:V%C3%A9theuil,_apr%C3%A8s-midi_d'automne_(1901)_Claude_Monet_(W1642).jpg"
1643,Ветёй,Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1643.webp,3000,2887,8.7,Art Institute of Chicago,https://www.artic.edu/artworks/16579
1644,Ветёй. Закат,"Vetheuil, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1644.webp,2024,1972,4.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_monet,_v%C3%A9theuil,_sole_al_tramonto,_1900_ca.JPG"
1645,Ветёй. Закат,"Vetheuil, Sunset",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1645.webp,3000,2911,8.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_V%C3%A9theuil_-_1933.1161_-_Art_Institute_of_Chicago.jpg
1646,Ветёй. Серый эффект,"Vetheuil, Grey Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1646.webp,2089,2035,4.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lille_PdBA_monet_vetheuil_matin.JPG
1647,Баржа на Сене в Ветёе,Barge on the Seine at Vertheuil (also known as Vetheuil),скан из каталога,https://monet.1vasiliadi.com/img/1600/w1647.webp,591,505,0.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1647.png"
1648,Ветёй,Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1648.webp,3231,3136,10.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_V%C3%A9theuil_-_Google_Art_Project.jpg
1649,Ветёй,Vétheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1649.webp,463,456,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:V%C3%A9theuil_(1902)_Claude_Monet_(W_1649).jpg
1650,Аллея в саду Моне в Живерни,Pathway in Monet's Garden at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1650.webp,3508,3427,12.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Eine_Allee_in_Monets_Garten_in_Giverny,_1902.jpg"
1651,Цветущий сад,The Flowered Garden,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1651.webp,650,644,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Garden_in_Flower_Claude_Oscar_Monet_1900.jpg
1652,Садовая аллея в Живерни,The Garden Path at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1652.webp,2000,1752,3.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:4736704838_5bfb1e8671_o_w1652.jpg
1653,Аллея,The Path,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1653.webp,473,396,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1653.png"
1654,"Отражения деревьев в пруду, Живерни","Reflections of Trees on the Pond, Giverny",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1654.webp,362,394,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1654.png"
1655,Пруд с кувшинками,The Water-Lily Pond,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1655.webp,552,395,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1655.png"
1656,Кувшинки. Облака,"Water-Lilies, Clouds",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1656.webp,1200,830,1.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Water_Lily_Pond_(Clouds)-1903-Claude_Monet_Dallas_Museum_of_Art.jpg
1657,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1657.webp,2392,1908,4.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_Water-Lilies_1903_DAI.jpg
1658,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1658.webp,1240,1040,1.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Seerosen_Wasserlandschaft.jpg
1659,Пруд с кувшинками,Water-Lily Pond,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1659.webp,437,319,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1659.png"
1660,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1660.webp,1500,1182,1.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Nymph%C3%A9as_W1660_-_Mus%C3%A9e_Marmottan-Monet.jpg
1661,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1661.webp,1068,919,1.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1661.jpg"
1662,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1662.webp,2000,1604,3.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Nen%C3%BAfares.jpg
1663,Пруд с кувшинками,Water-Lily Pond,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1663.webp,439,341,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1663.png"
1664,Пруд с кувшинками,Lily Pond,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1664.webp,3259,3115,10.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterlilies_-_Google_Art_Project_(vAGI5qXsGEMS2A).jpg
1665,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1665.webp,280,271,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_water-lilies-7.jpg
1666,Пруд с кувшинками,Lily Pond,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1666.webp,3840,3656,14.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Le_Bassin_des_Nympheas_-_Google_Art_Project.jpg
1667,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1667.webp,436,415,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1667.png"
1668,Мост над прудом с кувшинками,The Bridge over the Water-Lily Pond,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1668.webp,1024,926,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1668.jpg
1669,"Пруд с кувшинками, мостик","Lily Pond, the Bridge",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1669.webp,599,558,0.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1669.png"
1670,Пруд с кувшинками и мост,The Water-Lily Pond and Bridge,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1670.webp,1024,873,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1670.jpg
1671,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1671.webp,2145,1909,4.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Nymph%C3%A9as_(1905).jpg
1672,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1672.webp,3200,2847,9.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet,_Nymph%C3%A9as_(1905).jpg"
1673,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1673.webp,1024,925,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1673.jpg
1674,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1674.webp,542,455,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1674.png"
1675,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1675.webp,2000,1762,3.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1675.jpg
1676,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1676.webp,509,453,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1676.png"
1677,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1677.webp,636,451,0.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1677.png"
1678,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1678.webp,2000,1363,2.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1678.jpg
1679,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1679.webp,2000,1616,3.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Nymph%C3%A9as_(W_1679).jpg
1680,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1680.webp,2383,1920,4.6,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waterlilies,_NMW_A_2484.jpg"
1681,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1681.webp,761,506,0.4,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1681.png"
1682,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1682.webp,1163,782,0.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1682.jpg"
1683,Кувшинки,Water Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1683.webp,3000,2887,8.7,Art Institute of Chicago,https://www.artic.edu/artworks/16568
1684,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1684.webp,538,477,0.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet's_'Nympheas'_(1906).jpg
1685,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1685.webp,2000,1766,3.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1685.jpg
1686,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1686.webp,280,271,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_water-lilies-1907-1.jpg
1687,Кувшинки,Water-Lilies,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1687.webp,2000,1554,3.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1687.jpg
1688,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1688.webp,3840,3356,12.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amgueddfa_Cymru_-_Lil%C3%AFau_D%C5%B5r_-_Waterlilies_-_222851.jpeg
1689,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1689.webp,3840,3001,11.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Waterlilies_-_Google_Art_Project.jpg
1690,Кувшинки,Water-Lilies,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1690.webp,2024,1949,3.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_045.jpg
